Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
7,97,Yes,5,9,91
3,40,Yes,5,4,19
2,90,No,6,2,66
1,82,Yes,7,3,57
6,97,No,7,9,85
4,45,No,4,9,27
2,50,Yes,6,7,26
7,84,Yes,8,3,77
3,54,Yes,4,4,32
4,87,Yes,9,2,72
2,84,No,9,8,65
9,85,Yes,8,1,83
5,50,No,4,5,32
7,79,Yes,7,5,68
1,50,Yes,6,8,26
7,46,Yes,8,0,36
4,46,No,8,5,30
6,63,Yes,4,8,51
6,71,Yes,9,5,62
4,72,No,8,4,52
7,54,Yes,7,7,45
7,55,No,5,2,42
3,76,No,7,0,52
9,41,Yes,8,1,36
6,96,No,8,9,88
6,99,No,6,4,87
3,73,Yes,5,0,50
9,52,No,9,7,50
5,87,No,9,7,73
7,67,Yes,7,6,59
3,78,No,6,2,54
3,85,No,6,0,60
4,67,No,7,8,48
8,54,No,6,4,49
2,85,No,7,7,65
5,79,No,7,8,68
6,42,No,8,6,29
6,60,Yes,6,2,50
7,43,No,4,2,33
2,78,Yes,5,3,53
3,78,Yes,6,9,59
4,48,Yes,8,6,33
8,82,No,5,8,75
4,97,No,6,3,74
8,65,Yes,4,8,61
3,94,Yes,4,4,77
1,42,Yes,6,0,17
9,50,No,6,5,47
6,55,No,6,9,45
8,91,No,8,9,87
8,96,No,4,3,90
9,56,No,7,9,57
7,93,Yes,5,7,83
5,94,Yes,6,3,79
5,99,Yes,8,9,91
9,43,No,4,4,40
9,67,Yes,4,3,64
5,92,Yes,6,5,78
6,73,Yes,4,8,60
5,65,No,7,2,47
9,55,No,8,8,54
9,66,Yes,5,3,62
2,40,No,4,0,13
3,83,Yes,4,8,63
4,51,Yes,5,8,36
9,61,No,4,5,56
4,48,Yes,9,2,35
5,49,Yes,5,0,31
5,58,No,9,5,44
9,97,Yes,7,8,95
4,53,Yes,6,3,35
9,65,No,8,8,64
7,72,No,6,6,63
6,64,Yes,7,8,54
9,99,Yes,5,6,97
9,59,Yes,4,5,53
3,48,Yes,9,3,26
8,56,Yes,5,2,45
2,94,No,8,0,70
3,67,No,9,4,49
3,82,Yes,8,0,60
8,75,No,7,4,73
1,77,No,7,5,52
9,92,Yes,7,9,92
9,97,Yes,7,8,95
8,99,Yes,5,0,92
5,70,No,5,3,57
9,91,Yes,4,5,89
9,56,No,8,5,55
5,55,Yes,7,0,42
7,62,No,7,6,52
6,45,No,4,4,34
3,88,No,9,0,73
3,61,Yes,8,3,42
4,52,Yes,9,2,36
3,45,No,5,2,24
4,66,Yes,9,3,48
7,92,No,9,1,87
5,79,No,4,3,65
2,67,No,8,7,47
9,60,Yes,6,1,55
4,82,Yes,8,4,62
4,74,No,7,7,56
3,56,No,9,6,39
1,57,No,8,0,31
9,65,No,7,8,65
1,74,No,7,1,50
1,48,No,5,4,18
4,46,No,7,4,23
3,63,No,4,6,42
5,69,Yes,9,7,57
4,98,Yes,4,1,79
9,75,Yes,6,9,74
9,76,No,8,2,77
5,50,No,8,7,37
6,61,Yes,5,1,47
6,70,Yes,7,2,59
5,96,No,7,5,85
4,41,Yes,5,9,24
7,51,Yes,6,8,45
1,93,No,8,5,68
1,45,No,6,7,23
4,87,No,5,2,70
7,69,No,7,6,61
4,83,No,6,9,63
3,79,No,8,4,61
6,52,No,6,4,42
6,60,Yes,4,3,46
7,72,Yes,8,6,67
2,69,Yes,8,6,48
6,89,Yes,8,9,78
7,91,Yes,6,3,81
4,91,Yes,4,3,71
4,74,No,7,3,53
8,74,No,7,7,68
7,85,Yes,9,7,80
1,62,Yes,5,0,36
4,41,Yes,5,9,24
8,48,No,9,0,37
4,51,Yes,8,0,28
2,98,No,7,9,77
9,50,No,6,5,46
6,78,Yes,5,6,66
4,90,Yes,4,8,73
1,48,No,4,9,21
9,46,Yes,8,3,39
3,41,No,4,6,20
8,91,No,8,4,84
1,60,Yes,7,8,39
4,48,No,4,6,29
5,90,No,8,0,77
5,47,No,8,8,35
4,69,No,5,7,51
4,98,Yes,8,6,86
3,79,Yes,4,3,57
1,51,No,9,0,25
7,94,Yes,4,4,84
5,56,No,7,8,43
7,78,No,5,0,69
4,53,Yes,6,5,37
8,54,No,4,4,43
9,41,No,6,9,37
5,83,No,7,2,70
3,92,No,8,0,74
6,98,No,5,1,88
4,89,No,4,3,71
7,66,No,8,1,59
1,91,No,4,2,64
4,89,Yes,8,6,74
6,73,No,9,5,65
1,80,No,6,3,55
8,70,No,8,3,64
2,73,Yes,6,6,48
9,47,Yes,9,1,48
6,49,Yes,7,7,38
3,53,No,6,7,35
2,91,Yes,5,3,68
3,65,Yes,4,6,44
9,89,Yes,6,4,88
8,65,Yes,4,2,58
9,97,No,6,6,95
2,48,Yes,8,8,26
8,97,Yes,5,7,91
7,92,No,8,1,85
4,50,No,5,6,33
8,86,Yes,8,8,80
1,64,No,6,9,43
2,60,Yes,6,5,41
2,76,Yes,5,6,56
4,97,No,5,9,82
2,95,Yes,9,7,72
2,60,No,4,3,37
3,50,No,6,4,27
5,81,Yes,5,1,66
5,89,No,4,6,69
6,47,Yes,8,4,34
2,77,No,9,1,52
1,80,No,5,4,58
1,73,Yes,9,1,50
4,88,No,9,0,73
3,86,Yes,7,8,68
9,44,Yes,8,6,39
4,44,Yes,9,1,23
9,68,No,6,0,63
9,43,No,4,4,40
9,50,Yes,8,5,52
6,54,No,8,6,44
1,89,Yes,9,9,65
3,90,No,5,8,66
3,73,Yes,5,0,50
6,47,Yes,8,8,38
1,64,No,7,7,38
1,46,No,6,6,20
9,63,Yes,7,8,62
4,74,No,9,0,60
7,47,No,7,9,38
9,59,Yes,9,8,57
8,81,No,6,8,75
7,48,No,8,9,40
8,90,Yes,7,2,84
5,47,No,5,4,30
7,52,No,6,5,41
3,68,No,9,0,45
2,96,No,9,3,73
5,61,Yes,7,3,48
3,89,Yes,4,2,67
8,73,Yes,5,6,70
5,58,Yes,5,0,40
8,97,Yes,5,7,91
1,63,Yes,8,3,37
8,88,No,7,2,84
9,92,Yes,4,2,87
7,56,Yes,7,5,46
1,96,No,8,0,74
5,55,Yes,8,0,44
9,41,Yes,8,1,36
7,95,Yes,8,4,84
7,65,Yes,4,4,58
3,63,No,4,6,42
4,59,Yes,8,0,42
9,57,No,8,6,54
8,62,No,5,1,53
8,93,No,4,9,87
8,93,No,9,0,85
3,52,Yes,9,5,32
4,48,No,7,4,27
7,99,No,8,1,89
1,85,No,5,5,61
8,60,No,4,7,54
5,86,Yes,8,8,69
4,63,Yes,5,9,47
2,89,No,8,1,66
7,89,Yes,4,0,79
2,99,Yes,6,6,79
6,64,No,4,9,51
4,99,No,5,3,80
2,78,Yes,8,2,58
4,80,No,5,0,64
5,47,No,8,9,35
9,67,Yes,8,8,68
7,48,Yes,5,5,38
6,89,No,9,2,75
9,43,No,7,9,43
9,87,No,8,9,89
4,98,No,7,3,80
2,78,Yes,5,9,56
4,86,No,6,9,71
9,58,Yes,9,4,57
3,72,Yes,9,7,55
7,58,Yes,8,6,49
8,53,No,8,2,46
4,71,Yes,6,5,56
1,83,No,7,5,59
1,62,No,5,6,38
3,48,Yes,7,3,27
8,48,Yes,7,8,44
9,43,Yes,5,1,42
3,75,No,6,5,55
2,49,No,7,4,25
4,66,Yes,8,5,47
3,76,Yes,4,2,56
2,42,Yes,4,7,19
6,51,Yes,7,0,37
7,53,No,6,8,42
6,69,No,8,0,60
9,57,Yes,5,4,54
8,68,No,9,5,60
9,40,Yes,9,4,37
5,53,Yes,8,4,41
1,46,Yes,6,4,17
7,46,No,7,8,37
5,59,Yes,9,0,45
7,54,No,8,3,41
1,57,Yes,9,8,37
8,82,No,8,3,79
4,58,No,4,9,38
3,83,No,9,6,62
1,67,Yes,7,7,41
6,43,No,7,1,30
2,52,No,4,1,28
7,62,No,8,8,54
3,75,Yes,7,8,57
8,97,No,8,1,91
1,62,Yes,4,5,32
8,88,No,5,7,85
8,79,No,8,8,75
7,69,No,6,1,57
5,54,No,5,0,38
9,52,No,4,3,45
4,88,Yes,4,5,72
5,44,No,5,5,29
7,56,No,7,5,49
4,70,Yes,6,5,50
7,52,No,8,1,43
9,74,Yes,7,9,72
1,77,No,6,4,54
1,88,Yes,6,1,63
5,70,No,8,6,57
7,75,No,4,1,65
7,55,Yes,7,1,44
4,89,No,7,1,73
3,77,No,6,3,56
6,97,Yes,5,4,87
8,69,Yes,7,7,62
9,44,No,9,1,41
2,72,No,4,3,43
7,55,No,5,4,46
1,75,No,5,3,44
9,49,No,8,9,48
4,96,Yes,6,9,81
6,61,Yes,6,1,49
1,94,Yes,6,3,71
8,75,Yes,5,2,69
3,87,Yes,4,9,67
2,76,Yes,6,1,54
2,45,No,9,2,20
1,48,Yes,7,9,19
4,68,No,7,3,49
4,50,No,5,6,33
2,59,Yes,4,2,36
6,51,Yes,7,0,37
6,73,Yes,6,0,59
2,45,Yes,5,0,23
9,42,No,4,4,36
8,48,No,9,8,43
5,44,No,7,1,30
8,67,No,4,3,61
8,94,No,6,9,89
3,98,Yes,4,0,72
8,69,No,7,1,60
1,65,No,9,0,38
9,54,No,9,7,51
6,57,Yes,9,8,45
6,46,No,6,2,33
8,56,No,9,4,52
7,41,Yes,9,0,32
4,90,Yes,8,5,71
4,96,Yes,6,1,81
3,63,No,6,3,42
5,95,Yes,4,4,81
4,85,Yes,7,2,70
8,72,Yes,7,6,67
3,83,No,8,1,66
7,81,Yes,9,4,74
9,70,Yes,9,1,69
9,40,No,5,7,36
8,58,No,6,6,51
9,91,No,5,8,86
4,60,Yes,8,2,45
1,97,No,5,7,71
5,89,No,8,0,76
3,46,Yes,4,9,24
8,54,No,6,4,49
1,51,Yes,5,2,22
9,78,Yes,4,3,74
7,88,Yes,4,9,82
7,82,Yes,9,0,75
6,54,No,8,6,44
9,76,No,9,2,75
5,87,No,8,8,71
1,68,No,7,9,39
6,63,Yes,4,8,51
7,96,No,5,3,84
1,69,No,7,0,40
9,77,No,9,0,76
3,61,Yes,8,6,42
1,42,No,5,6,14
7,47,No,8,5,37
6,95,No,5,8,84
1,99,Yes,4,6,75
2,85,No,6,3,63
7,42,Yes,5,7,34
5,70,Yes,9,6,61
8,98,No,6,7,94
7,48,No,4,1,41
7,54,Yes,6,1,41
5,60,Yes,4,2,44
4,65,No,6,5,50
5,99,Yes,4,0,86
8,73,Yes,5,2,69
6,49,Yes,7,5,37
9,82,No,5,8,80
8,87,No,5,8,81
2,77,No,7,9,52
7,88,Yes,7,5,81
5,91,No,4,4,74
7,53,No,6,0,43
8,73,No,4,9,68
4,70,Yes,6,5,53
1,74,No,4,0,52
9,43,Yes,6,6,40
1,61,Yes,8,6,37
4,45,No,4,9,27
1,72,No,6,4,51
7,64,Yes,5,8,59
1,53,Yes,7,5,26
8,75,No,7,4,68
7,94,Yes,6,6,88
5,59,No,4,1,41
4,86,No,6,8,69
2,47,No,9,5,29
8,62,Yes,8,3,57
3,64,No,6,1,42
5,48,No,5,5,32
9,88,No,9,1,87
4,67,No,7,8,51
8,56,Yes,4,9,46
3,46,No,4,9,28
7,90,Yes,8,9,84
2,70,Yes,7,7,54
1,89,No,5,6,67
4,51,No,5,3,32
1,63,Yes,8,3,36
3,72,Yes,4,0,50
1,71,Yes,4,1,41
9,45,Yes,8,4,43
7,84,Yes,9,9,77
5,51,No,7,5,37
4,84,Yes,4,2,69
4,83,No,5,3,64
8,86,Yes,6,0,79
3,44,Yes,9,3,24
9,55,No,4,4,49
2,93,Yes,9,0,69
6,63,Yes,5,1,48
9,65,No,7,4,60
6,88,Yes,4,1,72
6,83,No,7,4,73
4,65,Yes,7,3,47
7,87,No,6,7,81
3,70,No,5,1,49
3,52,Yes,4,9,30
3,68,No,7,3,43
7,43,No,9,6,40
2,60,Yes,8,7,37
2,60,No,6,5,36
6,93,Yes,8,2,81
8,90,Yes,5,8,80
1,91,No,6,1,63
7,62,No,4,3,48
2,79,Yes,4,8,56
3,78,Yes,8,9,60
5,68,No,5,9,56
9,89,No,4,7,84
2,49,No,6,4,26
3,95,No,5,1,78
3,78,No,9,3,60
6,59,No,7,5,45
1,55,No,9,3,29
5,61,Yes,7,3,48
7,92,No,5,8,84
8,85,Yes,7,6,79
7,92,No,9,1,87
5,44,No,8,0,27
1,51,No,8,0,23
1,65,Yes,5,0,39
3,53,No,6,2,31
2,74,No,5,0,51
6,93,No,9,3,78
2,71,No,5,5,46
6,40,No,6,1,24
3,71,No,4,5,52
9,70,Yes,8,7,66
1,42,Yes,5,6,17
3,80,Yes,8,0,62
4,60,Yes,4,8,40
2,76,No,9,5,54
7,59,No,9,1,47
9,70,Yes,9,1,69
7,94,Yes,9,0,90
3,63,Yes,9,9,45
5,85,No,5,9,68
8,70,No,5,2,63
7,75,Yes,9,5,64
2,76,No,6,1,53
7,96,No,9,1,89
9,62,No,6,7,59
8,80,Yes,5,9,74
8,40,No,8,7,34
6,42,No,9,5,29
5,87,Yes,4,3,73
3,85,Yes,9,0,68
6,58,Yes,8,2,45
3,67,Yes,8,9,48
1,61,Yes,8,6,37
1,73,No,5,8,49
8,93,Yes,9,9,88
8,96,No,8,9,94
1,63,No,9,6,41
6,97,Yes,9,7,87
8,46,No,9,6,44
3,70,Yes,8,3,48
3,41,Yes,5,5,24
7,53,No,4,3,44
4,57,No,4,3,37
7,65,No,5,8,58
6,57,No,9,3,49
7,73,No,5,4,63
8,99,Yes,8,8,95
8,78,No,4,0,68
2,41,No,4,1,13
5,62,No,4,5,47
9,54,Yes,5,7,50
8,52,No,5,6,45
9,41,No,9,8,39
4,69,Yes,4,1,53
9,73,No,6,9,71
4,91,No,7,1,77
2,83,No,7,3,58
4,59,Yes,9,5,42
4,67,No,7,8,48
2,90,Yes,7,0,67
5,44,Yes,7,5,33
4,46,No,7,4,23
7,91,Yes,6,3,82
7,69,Yes,5,8,60
4,53,Yes,6,3,35
4,76,No,4,8,58
8,87,No,5,3,79
9,40,Yes,5,1,38
7,71,Yes,6,1,62
1,55,No,5,2,26
5,63,Yes,9,8,50
2,51,No,5,0,27
9,48,Yes,6,2,49
6,89,No,8,4,79
5,70,Yes,9,7,57
1,86,Yes,6,2,58
3,93,No,8,4,76
5,88,Yes,8,5,76
5,81,No,4,1,64
2,70,Yes,5,6,47
3,79,Yes,4,3,57
3,94,Yes,7,5,74
7,90,No,8,9,86
8,79,No,6,5,75
7,45,No,8,3,36
5,48,Yes,5,5,32
5,97,No,6,4,84
9,42,No,5,4,38
1,76,Yes,7,3,53
8,67,No,7,9,65
7,68,No,9,6,62
1,77,Yes,6,6,52
2,67,No,7,8,45
8,44,No,8,4,41
5,93,No,7,1,76
4,69,Yes,5,1,50
1,71,No,9,1,43
4,98,Yes,4,1,79
7,87,Yes,7,8,77
9,61,No,9,9,59
6,79,No,5,1,70
8,78,Yes,6,1,74
5,99,No,4,7,82
8,56,No,9,0,52
7,56,No,9,5,48
9,81,Yes,6,2,77
3,61,Yes,7,3,39
8,80,No,7,9,73
3,92,No,4,4,70
1,77,No,6,5,52
5,43,Yes,7,9,29
2,73,Yes,8,0,52
2,55,No,9,1,34
9,69,No,4,2,65
2,81,No,7,2,59
7,45,No,8,3,36
3,73,Yes,5,9,52
6,41,No,8,8,31
5,70,No,8,6,57
5,57,Yes,4,5,41
4,89,Yes,4,9,72
8,96,No,9,5,91
8,60,No,4,7,54
4,72,Yes,5,3,56
2,66,No,6,6,44
5,89,Yes,5,2,76
4,84,No,5,3,65
2,76,No,6,1,53
3,55,Yes,5,2,32
1,51,Yes,6,8,26
2,44,Yes,4,2,17
8,51,Yes,4,6,40
2,60,No,4,9,35
3,82,Yes,6,0,59
5,60,Yes,6,9,48
8,42,No,8,2,38
8,46,No,8,9,39
2,63,Yes,6,9,42
6,59,Yes,6,5,48
6,64,Yes,4,3,50
1,93,No,7,3,69
7,64,Yes,6,8,54
1,89,Yes,5,2,69
3,73,No,9,8,54
7,67,No,5,8,59
8,71,No,8,9,69
8,87,Yes,4,9,79
9,81,No,6,8,79
2,55,Yes,7,0,30
5,89,Yes,4,0,72
7,64,Yes,4,7,55
2,43,Yes,9,8,23
1,83,No,4,5,56
6,85,No,4,0,66
9,54,Yes,6,7,52
4,48,No,7,4,27
9,61,Yes,9,9,58
7,89,Yes,4,0,79
3,79,No,8,1,60
6,74,Yes,9,1,63
1,46,Yes,4,7,21
2,49,Yes,5,7,25
3,66,Yes,8,0,50
2,99,No,7,8,79
1,82,Yes,9,4,62
3,62,No,5,2,44
5,56,No,8,2,40
7,65,Yes,9,6,57
7,46,No,7,8,37
7,81,Yes,4,5,71
8,44,No,6,5,38
7,65,No,5,7,55
9,49,No,8,9,48
8,58,No,9,6,54
7,99,No,6,6,89
6,61,Yes,7,2,51
7,75,No,8,6,66
5,69,Yes,9,6,58
1,69,Yes,4,3,41
6,87,No,5,2,72
5,56,No,8,0,40
9,74,Yes,8,4,75
9,73,No,4,4,66
3,54,Yes,4,3,35
9,55,No,8,8,54
7,90,No,5,7,85
2,95,No,5,8,72
8,96,Yes,4,1,85
5,44,Yes,9,1,31
6,61,Yes,5,1,47
8,54,No,9,7,57
3,86,Yes,9,4,67
5,79,No,8,0,64
2,91,No,9,2,70
9,50,No,6,3,44
1,91,No,6,2,64
2,91,No,8,2,71
5,97,No,8,0,82
6,40,Yes,4,4,23
4,90,Yes,8,9,72
1,57,No,5,9,32
3,41,No,9,8,23
6,73,Yes,8,1,61
5,60,No,7,0,44
6,80,Yes,7,0,71
7,59,Yes,8,6,49
6,80,Yes,4,7,70
9,58,Yes,7,2,56
6,54,No,4,7,44
5,78,No,8,1,65
4,55,Yes,7,8,39
7,59,Yes,5,4,53
2,40,No,9,8,16
7,56,Yes,8,3,49
6,83,Yes,7,2,70
8,42,No,7,5,37
5,69,No,9,7,55
9,95,Yes,5,5,88
4,74,Yes,5,5,60
9,59,No,8,1,57
3,60,Yes,8,8,43
5,40,Yes,6,7,26
5,70,Yes,6,3,56
5,41,Yes,8,0,26
3,50,No,9,5,32
6,73,Yes,4,2,60
3,82,No,8,1,64
7,62,Yes,8,0,53
9,50,No,7,6,48
1,85,Yes,6,3,60
8,43,Yes,7,3,36
5,79,No,8,0,64
2,90,No,7,8,69
3,85,No,4,6,66
4,88,Yes,7,6,72
3,42,Yes,9,8,21
5,86,Yes,5,1,71
1,68,No,4,4,40
9,90,No,5,9,87
4,58,Yes,4,5,41
6,78,No,9,7,67
9,53,No,7,9,52
7,74,No,8,1,64
7,77,No,8,7,68
9,99,Yes,8,6,98
7,43,Yes,6,7,32
6,95,Yes,7,7,86
6,92,No,7,3,82
9,57,No,7,9,56
1,89,Yes,4,1,63
5,51,Yes,7,1,38
4,75,No,6,3,61
1,69,No,9,5,47
9,89,No,9,9,91
1,85,Yes,8,5,62
2,56,No,5,8,33
6,95,No,5,9,85
5,91,Yes,5,5,74
9,79,Yes,8,9,79
6,64,Yes,8,4,52
7,83,Yes,6,2,74
1,87,No,8,9,62
6,66,No,6,1,53
1,66,No,8,2,40
8,41,Yes,5,1,33
2,63,Yes,7,1,39
3,97,No,9,0,75
7,73,No,4,9,62
1,80,No,6,2,51
3,66,Yes,5,7,45
7,58,No,5,7,48
7,49,No,5,4,36
9,93,No,6,1,87
5,67,No,6,6,51
2,81,Yes,7,5,61
9,74,No,5,5,69
9,51,No,6,7,49
4,57,Yes,9,9,40
5,49,No,4,7,33
6,56,No,6,7,42
3,70,Yes,5,2,50
2,42,Yes,4,5,15
7,46,No,7,8,37
8,75,Yes,6,1,71
9,64,No,7,5,63
5,40,Yes,4,8,24
6,57,No,8,8,46
4,50,Yes,6,9,34
3,78,No,4,2,57
3,74,Yes,8,7,53
7,41,Yes,7,3,34
8,71,No,9,6,67
7,53,No,5,3,40
6,58,No,7,4,45
4,70,Yes,4,3,51
8,69,No,9,5,64
6,94,No,6,4,83
1,71,Yes,4,1,41
8,87,Yes,4,7,81
8,59,Yes,4,7,52
7,53,No,7,3,44
3,95,No,4,9,78
5,87,No,8,8,71
8,78,No,4,7,72
4,98,No,7,7,80
1,98,Yes,5,5,73
2,42,Yes,4,5,15
7,48,Yes,9,9,44
9,80,No,7,3,81
5,99,Yes,6,0,82
6,47,Yes,7,6,35
9,88,Yes,7,6,86
8,62,No,5,7,57
6,54,No,8,1,42
9,87,Yes,4,5,85
4,98,Yes,9,7,81
2,84,Yes,7,8,65
8,61,Yes,8,7,56
5,95,Yes,6,7,82
7,43,No,7,9,36
6,95,No,8,7,86
1,99,No,9,7,74
7,57,No,8,9,48
5,89,Yes,5,2,76
4,55,Yes,5,8,34
8,63,Yes,8,3,54
8,90,Yes,5,3,81
8,99,Yes,5,0,92
2,60,Yes,8,7,37
6,68,Yes,7,2,58
3,78,No,8,2,57
1,99,No,5,0,70
9,97,Yes,7,0,95
5,57,Yes,5,3,42
6,52,Yes,8,9,45
4,78,No,8,6,65
9,91,No,5,8,86
9,96,No,5,1,94
3,66,Yes,6,6,46
2,82,No,9,2,58
4,95,Yes,5,6,80
5,56,Yes,5,8,42
6,72,Yes,4,2,61
7,73,Yes,6,1,64
8,92,Yes,4,5,84
8,71,No,8,9,65
9,82,No,7,6,80
7,68,No,8,3,61
7,67,Yes,5,2,58
7,73,Yes,5,6,63
3,87,Yes,7,6,66
3,81,Yes,4,8,63
2,69,Yes,8,6,48
9,77,No,5,8,73
2,71,No,8,8,52
9,57,Yes,7,2,54
3,67,Yes,8,2,49
4,65,No,9,7,49
7,84,Yes,4,4,72
3,90,Yes,4,5,64
8,51,No,5,1,44
2,77,Yes,9,6,56
7,71,No,9,4,66
6,49,No,5,7,38
3,43,No,4,9,24
8,56,No,7,8,49
4,80,Yes,8,9,63
6,87,No,7,1,76
6,59,No,8,5,49
5,54,No,8,8,40
8,57,No,8,5,52
4,72,No,5,9,52
1,84,No,9,6,58
6,45,Yes,8,1,32
4,71,No,9,7,57
8,97,No,6,3,94
1,64,Yes,6,3,41
3,97,Yes,6,5,78
6,93,Yes,8,2,81
9,40,No,9,8,34
2,76,Yes,8,7,57
9,62,No,5,8,59
6,93,Yes,8,2,81
5,41,Yes,5,7,26
7,73,Yes,9,5,66
1,75,Yes,4,5,50
1,46,Yes,6,4,17
1,41,Yes,5,5,14
1,91,Yes,6,3,65
3,84,Yes,7,0,65
3,94,No,9,4,77
2,96,Yes,9,8,75
1,75,No,7,8,48
6,80,Yes,9,5,73
5,58,No,8,2,44
3,72,Yes,9,7,55
9,44,Yes,4,4,39
7,75,No,7,1,65
9,41,Yes,6,8,40
9,64,Yes,9,8,63
5,66,Yes,7,8,50
2,56,Yes,6,4,38
2,65,No,8,4,42
9,95,Yes,5,5,88
3,52,No,4,1,28
9,86,Yes,9,8,84
5,68,No,9,6,57
4,46,No,9,1,28
1,40,No,6,0,15
6,96,No,9,1,84
1,54,Yes,8,8,31
8,95,Yes,4,6,88
8,88,No,4,4,78
6,85,No,8,8,78
8,97,No,4,9,89
3,54,Yes,5,7,35
3,62,No,6,2,40
9,56,No,4,4,50
3,50,Yes,8,4,30
4,64,No,9,6,49
1,92,No,4,6,61
3,80,No,4,9,58
8,98,No,7,9,94
4,51,No,9,6,30
3,75,Yes,9,4,60
8,44,No,4,2,36
3,98,Yes,8,3,77
6,44,No,8,3,32
1,89,Yes,4,1,63
5,61,No,4,7,46
9,69,No,9,7,66
2,79,No,7,8,57
9,77,Yes,5,0,76
9,63,Yes,8,7,64
3,79,No,6,1,56
7,90,Yes,6,4,81
3,83,No,9,6,62
4,61,No,9,0,43
8,67,No,9,4,62
5,57,No,9,1,45
3,45,Yes,7,7,26
7,64,Yes,6,9,58
5,43,Yes,7,9,29
4,97,Yes,7,6,81
5,58,No,9,5,44
9,81,Yes,7,3,78
6,93,Yes,5,6,81
9,54,No,9,3,49
1,78,No,4,6,52
3,74,Yes,8,8,54
8,73,Yes,5,6,70
7,40,Yes,6,9,28
3,66,Yes,7,9,44
5,49,No,9,7,36
9,80,Yes,6,4,78
8,72,Yes,7,8,66
4,55,Yes,5,5,39
1,62,No,5,2,34
5,89,Yes,4,0,72
4,66,No,4,0,48
8,44,No,5,1,32
7,87,Yes,8,2,79
5,68,Yes,7,7,53
4,41,No,5,0,21
8,84,No,9,5,80
8,75,No,4,1,66
4,98,Yes,4,3,78
3,76,Yes,4,0,54
1,54,No,9,8,34
1,87,No,8,5,58
7,46,Yes,6,1,35
2,84,Yes,8,6,64
1,54,No,4,1,25
6,79,No,5,5,66
2,56,No,6,2,31
5,47,Yes,8,6,33
9,46,No,7,3,41
1,49,No,4,2,21
8,75,No,6,6,69
4,77,No,9,2,62
3,47,No,9,4,25
1,91,No,5,1,62
8,56,No,7,5,50
3,79,No,8,1,60
2,70,Yes,8,5,49
9,56,No,6,3,53
4,74,Yes,6,1,56
7,97,No,8,9,95
8,60,Yes,7,1,56
2,99,Yes,5,2,75
2,65,Yes,8,1,43
3,87,Yes,4,4,65
3,73,Yes,8,1,54
9,87,No,7,9,86
1,45,No,6,7,23
5,48,No,5,7,30
4,76,No,7,9,57
2,84,No,5,9,62
5,58,Yes,7,2,43
8,75,Yes,4,1,70
8,44,No,4,3,37
1,94,Yes,9,3,68
9,58,Yes,4,2,54
4,66,Yes,9,3,48
6,84,Yes,7,4,70
3,80,Yes,8,0,62
5,51,No,7,1,32
3,99,Yes,6,8,83
8,75,No,4,3,68
9,96,No,9,3,95
9,83,No,6,5,81
4,78,No,9,5,67
7,80,No,8,4,75
1,84,Yes,8,8,60
6,71,No,8,6,62
6,61,Yes,7,4,47
5,74,No,4,4,57
5,72,Yes,6,5,55
8,84,No,5,0,77
6,73,Yes,9,6,65
5,53,Yes,8,8,40
2,96,No,4,9,73
7,67,No,7,0,57
2,92,No,4,5,71
6,89,No,4,4,76
1,64,Yes,7,4,37
9,50,No,6,5,46
3,93,Yes,7,1,73
9,49,No,8,7,47
4,82,No,8,2,69
3,45,No,9,5,26
4,64,No,7,0,45
4,98,Yes,4,3,78
3,97,Yes,5,3,79
6,74,No,7,0,60
6,59,Yes,6,5,48
8,60,Yes,5,0,56
2,63,Yes,4,5,41
7,54,No,4,6,41
1,65,No,8,1,39
5,81,No,7,9,66
1,57,Yes,5,0,29
3,79,No,6,1,56
8,70,Yes,7,3,62
1,84,No,9,6,58
7,53,No,4,6,41
8,48,No,6,0,39
5,52,Yes,7,4,36
6,48,No,6,7,38
6,51,Yes,9,3,44
6,73,Yes,7,0,60
7,55,Yes,4,5,43
1,93,Yes,5,8,68
7,53,No,9,1,41
6,58,Yes,8,7,44
9,85,No,9,1,80
5,91,No,4,5,75
2,66,Yes,6,3,45
3,86,Yes,9,0,71
6,55,Yes,6,4,43
1,99,Yes,4,3,71
5,75,Yes,5,3,60
2,90,Yes,7,0,67
3,79,Yes,8,4,60
2,96,No,9,6,74
9,79,No,8,4,75
1,79,Yes,7,3,54
9,70,No,9,9,67
9,68,No,9,7,67
1,74,Yes,7,5,46
8,61,Yes,9,3,55
7,79,No,5,4,69
6,98,Yes,9,1,89
3,85,No,4,6,66
8,79,No,6,5,75
6,52,No,4,4,35
4,93,No,4,9,75
2,89,No,8,3,66
3,76,No,7,0,52
9,41,No,8,5,37
6,81,Yes,7,9,70
5,74,No,5,5,63
8,45,Yes,6,2,38
5,52,No,4,5,35
1,62,No,7,1,33
8,45,No,8,7,41
5,53,Yes,7,2,35
8,74,No,9,7,70
6,82,No,7,5,70
6,95,No,9,4,86
3,62,No,5,9,41
7,74,No,8,1,64
4,60,Yes,6,0,42
9,54,Yes,6,5,52
7,52,Yes,7,0,44
7,61,Yes,4,7,56
5,86,Yes,6,4,71
2,48,Yes,5,0,23
8,75,Yes,8,3,72
5,72,No,6,1,54
1,92,Yes,6,8,68
9,95,Yes,5,5,88
6,92,No,5,2,80
5,80,No,9,2,64
4,74,No,7,3,53
